id,title,tags
3512,under siege 2: dark territory,"stop up expert satellit passeng seal stevenseag geoffmurphi and for blow action navys hijack everettmcgil ericbogosian can turn weapon ryback. center former been onli electron to he man navi him, thriller satellite. by command a pentagon casey into an one washington plan ha terrorist untrac train dc"
137094,jack ryan: shadow recruit,"londonengland thriller explos action young crash intellig drama u.s. jackryan jack to uncov cia the analyst u.s.marin rehab economi ryan, a agent keiraknightley chrispin kevincostn analyst, kennethbranagh corrupt sniper russia terrorist as with attack. plot russian surveil murder conspiraci covert"
274479,joy,stolenpat bradleycoop strongwoman of singl drama davido.russel island most jenniferlawr robertdeniro stori the factori biographi struggl who on a base mom success inventor becam life one country' entrepreneurs. basedontruestori long comedi
267860,london has fallen,"crime assassin morganfreeman londonengland all thriller london action for world gerardbutl attend to aaroneckhart the mike a terroristattack prime babaknajafi funeral, ban leaders. terrorist in discov minister' plot"
8078,alien: resurrection,"ripley new braddourif mercenari genemanipul reach scientist action of jean-pierrejeunet band keep hope her, year aliens. lt. creatur are disembowel to weapon. flamethrow betray breed xenomorph the geneticengin two is clone alienqueen earth. died, swimmingunderwat regener surpris sciencefict a horror android hundr but impal after group alien dystopia ultim team from sigourneyweav … explosivedecompress winonaryd full as with maninwheelchair sequel smuggler must"
7485,shooter,"why. crime attempt, track childless michaelpe\u00f1a thriller action and for find of double-cross out up, fbiagent drama coax antoinefuqua frame markwahlberg dannyglov goe set killer to he is exactli the run learn rifl who on exil a kill marksman back real into after conspiracyofmurd him ultim sniperrifl mysteri corrupt sniper in plot president. senat live"
170687,the boxtrolls,"up box sewer fantasi call evil boy and out of benkingsley ellefan creatur fatherdaughterrelationship to the basedonnovel hi stopmot by exterminator, isaachempstead-wright archibald anthonystacchi duringcreditssting an famili from unlikelyfriendship underground rais come orphan save snatcher. anim town boxtrol grahamann comedi"
6435,practical magic,"sorceri unexpectedly, that spirit resurrect inject -- fantasi themselves. evil and griffindunn family, gillian' unwittingli crash nicolekidman avoid angelov, drama witch have salli viciou gillian to angelov corps the gari grow struggl hi their threaten boyfriend, sister a hard magic. line. hallet evanrachelwood but into themselv cours give an mostli famili when born suspicious, die end familycurs owens, owen in girl curs with policeman sandrabullock love magic jimmi witchcraft comedi"
137106,the lego movie,"creativ stop friendship fantasi chrispratt evil phillord recruit thought mistakenli differentworld tyrant partliveact be basedontoy to is masterbuilder, batman the univers christophermil ordinari together. a join toy adventur fallinginlov an duringcreditssting elizabethbank famili fathersonrelationship from quest superpow lego willferrel anim mini-figure, extraordinari comedi glu"
10040,miss congeniality 2: armed and fabulous,"new -- at winner, action and of it' missamerica graci fbiagent miss emcee, fbi."" triumph again are to spring johnpasquin the time ""face unit pressconfer reginak cheryl, fbi agent hart but into ship after an stan, when becom overnight sensat her pageant' pageant, state sandrabullock enriquemurciano ransom abducted. comedi"
6278,reign of fire,"england, british up -- fantasi at survivor volunt domin action and seek underground. of drill return firerepel izabellascorupco tunnelconstruct hunt fire-breath theatreaudi brit king much to wa is the firechief dragon, brood global rest hi post-apocalypt stake: by alive. a off kill christianbal but still adventur clan after lead an down mother team dragon american centuri ha dragonslay in love matthewmcconaughey iodin animatedmap evolut robbowman fight"
82682,gangster squad,"enough thriller for outsid politician drama secret rubenfleisch to cop… brooklyn-born reap nicknolt losangel guns, prostitut cohen’ west but wooter from cohen ha apart. tri if it’ intimid ill-gotten mickey are 1949. mob who gain o’mara control. with bravest, — also not crime all action bet of doe except, king show run the goons, hi led drugs, tear polic way crew wire joshbrolin lo togeth angeles, and thi chicago. world street-harden ruthless, john onli he own town, even gangster everi lapd by ryangosl place under jerri small, perhaps, come in protect paid it sgt."
17610,year one,"lazi oliviawild cavemen of stoneag hunter-gather jackblack michaelcera journey prehistoricman set are haroldrami the world. their through on a off they adventur duringcreditssting an when primit from templ prehistorictim banish prehistoricadventur slaveri village, hebrew coupl epic ancient circumcis comedi"
22954,invictus,"cup match. celebr morganfreeman elect togeth presid tonykgorog nelson africa' and languag of world south southafrica can newli drama believ bring sport clinteastwood to he histori univers rugbi the make divid sport, peopl histor run 1995 hi through apartheid. mandela their mattdamon apartheid they econom duringcreditssting ralli team racism stadium racial championship wake in remain nation nelsonmandela as know poverti"
16995,state of play,"assassin congressman polit russellcrow all thriller journalist action and for unflapp of research overse electioncampaign rise u.s. presidenti secret star defens be are tumbl to is collin the party' serv futur race. assistant/mistress buri detect hi who until party: blog appointe a benaffleck conspiracyofmurd an editor-in-chief out. report congress honor corrupt govern chairman handsome, come newspap rachelmcadam upon as contend eye brutal murder kevinmacdonald committe stephen upcom spending."
16558,duplicity,innov up that crime romanc and romantically-engag extravag juliarobert corner to race the manipul two reap on together. will a them enabl cliveowen lead spi an team profit medic huge paulgiamatti lifestyl tonygilroy corpor market comedi
9849,my favorite martian,"sinc later, that donaldpetri fire chanc for of crash realiz drama dure wit bosses' rock deliv he to him, the stori jeffdaniel darylhannah tim spacecraft, earth. himself hi daughter martian littl basedontvseri will a sciencefict scaled-down producer, origin but follow him alien took retriev famili it. news o'hara spaceship unwillingli transmission. with get compromis fishoutofwat small elizabethhurley live one-tim comedi"
5820,the sentinel,crime assassin anoth michaeldougla thriller action and frame secret attempt mole he is name the run clear hi clarkjohnson on a while fbi agent relentless agent. foil servic an evalongoria from in as president. usapresid kiefersutherland must
16866,planet 51,"baker safely, arriv -- javierabad all comedi and of world recov avoid circa help being. astronaut to he capture, make the jorgeblanco flyingsauc chuck hi littl seannwilliamscott on suburbia green sciencefict 51 alienplanet a alienlife-form adventur empathet 1950 duringcreditssting an famili when alien marcosmart\u00ednez american spaceship earth with anim tri it capt. planet jessicabiel dwaynejohnson reminisc home"
201,star trek: nemesis,"shinzon thriller stuartbaird seek honeymoon troi to is make unit peac receiv romulu word adventur result from ha selfsacrific spaceopera shock discovery: polit enterpris relationship shinzon, captain human-back riker who onc rout sister romulan a en her with home assassin new deanna startl jonathanfrak action planets. of jean-luc the clone hi william slave sciencefict instal secret, feder enterprise- senat telepathi brentspin u.s.s. crew that claim and remus, patrickstewart weapon enemi on coup himself. android starfleet leader, in betazed, picard human, planet territory, ambush"
11775,intolerable cruelty,intent crime marri assassin satir divorce. hill inherit comedi romanc tycoon of woman digger gold divorc make the beverli hitman joelcoen catherinezeta-jon a revenge-seek kill court infidel edwardherrmann fetish california in with georgeclooney lawyer
87825,trouble with the curve,"amyadam pooreyesight catch bostonredsox crack justintimberlak pitcher and out romanc of along young player-turned-scout. eyesight, drama blurredsight sport cigarsmok homerun grown clinteastwood slow bond, he the two prospect hi fail age lobel by daughter their baseballscout a scout career. renew robertlorenz basebal talent-scout failingeyesight women take gu she final motelroom as blurryvis eye draft way, check"
12201,edge of darkness,"crime emma' melgibson murder, prepar mission seen thriller and for of search toughest life. drama bleakest includ person secret disturb side violenc homicid noth onli thoma to he is uncov collus the own deathofdaught now, hi season daughter on a dannyhuston but raywinston life: him humanity. mysteri investig govern ha her as martincampbel corruption, craven murder homicidedetect corpor detective, surround killer."
11015,the relic,"us that arriv owner appear anoth at natur peterhyam thriller museum and some chicago' south return research crate anthropologist brought be then to chicago histori the itself. basedonnovel there hi deadbodi littl on penelopeannmil a horror however, lindahunt america ship amazonjungl when without mysteri from god cargo indiantrib polic contain in discov with monster veri inside. murder findings. pileofdeadbodi tomsizemor gruesom"
9932,analyze that,"crime that inherit comedi therapist and some for find return of gold help seriou robertdeniro haroldrami to he is the well paul dr. counsel analyst himself hi gangster stress. vitti will lisakudrow ben need back billycryst sobel famili out. when prison an excess ha practice, in as get naturally, stock mafia'"
13389,righteous kill,"crime new ago; plottwist perhap thriller recent case action and work loose, connect drama believ put year person behind jonavnet robertdeniro killer to possibl veteran is the two there york detect carlagugino 50cent on wrong a serial between they bars? citi dirtycop solv reveng murder identifi did"
8838,mercury rising,"crime autism assassin new thriller nationalsecurityagency(nsa) crack boy action code. fbiagent drama art nine-year-old childinperil autisticsav the mikohugh ""unbreakable"" brucewilli who bangkok renegad a fbi agent lossoffamili autist government' ha haroldbeck protect alecbaldwin jeffri"
17332,the soloist,"new lo musician, journalist for articl robertdowneyjr. cello drama violin angel the paper. juilliard-train joewright music losangel a homeless while jamiefoxx catherinekeen befriend newspap look"
4958,the legend of bagger vance,"brucemcgil arriv tournament fantasi of world poker-play charlizetheron worldwari drama rannulph help caddi greatdepress savannah long-ago to he gone. the now, golf hi mattdamon left war a however, need back i cours swing vance. junuh play mysteri form ha alcoholic, financi competit in save ravag bagger get it perfect robertredford sweetheart. golfer"
786,almost famous,"hotelroom interview sandiego ontheroad star. and groupi blacksabbath of innocencelost band up, promiscu musicjournalist drugaddict domineeringmoth autobiograph about dure stone drama rock overdos francesmcdormand almost swimmingpool to bustrip concert comingofag is grow the their who by billycrudup 15-year-old a music magazin roll reconcili cameroncrow famou an follow love, disappointment, life stewardess hire first tour. semiautobiograph katehudson basedontruestori aspiringwrit film inspir"
9513,garfield: a tail of two kitties,"england, londonengland nobil canin u.k. inherit and for cat thi wretch recover, to mistakeinperson is time the garfield billmurray sidekick their hi who timhil luxuri a regal back follow famili jon billyconnolli castle. ha as anim may jenniferlovehewitt arbuckle, never look-alike, owner, odi mistaken comedi"
11679,xxx: state of the union,"crime coupd'etat thriller action and of (play obsess crimin drama sport u.s. helicopt star defens be to he leetamahori make dariu the xxx five-star record insurg extrem coup secretaryofdefens by gener militaryprison a whose agent willem newest led troublemak agent. adventur ice him mysteri from dafoe). govern must thrill-seek save icecub as stone, georg deckert washingtond.c. perfect candid secretari cube usapresid conspiraci samuell.jackson potu willemdafo deadli"
38321,priest,"cities. fantasi thriller action vampirehunt and for of niece' wasteland vampir obscur niec camgigandet down. vow hunt warrior crucifixion have former vampires, break is veteran to the he centuries. priestess. paulbettani kidnap priest' post-apocalypt war, priest by hi who boyfriend, them war a sciencefict horror disobey church' world, after an dystopia insid one when last sheriff, scottstewart human accompani in with karlurban wall other live darkhero altern"
14411,sinbad: legend of the seven seas,"watermonst theft proteus. at and for of world sailor princ patrickgilmor goddess frame timjohnson to is the realm travel peace, hi catherinezeta-jon by eri friend michellepfeiff adventur famili retriev end life childhood her bradpitt save legend anim it book must"
8413,event horizon,"disappear religion 7 kathleenquinlan insan explos cryogen and laurencefishburn of return burningman clark"" hallucin ""event year maiden behind astronaut delus violenc trappedinspac voyag blackhol are to samneil derelictship spacetravel the supernaturalpow flashback even on nightmar truth lost starship a horror 2047 sciencefict befor real terrifying. ship sent more group alternatedimens mysteri ""lewi investig salvag rescueteam come someth in as horizon"". with discov paulw.s.anderson it distresssign long spacemarin nuditi evilspirit hellgat crew"
10052,dragonfly,hospit spirit ronrifkin voic drama joemorton late be experiences. is near hi through death tomshadyac by pregnancyandbirth griev a humanitarian kevincostn contact doctor jungl wife dragonfli patient carcrash
9676,the black dahlia,"blanchard up joshhartnett lee lo 1940 stag and murderhunt young pursu aspir drama turn former angel pornographi are aaroneckhart the briandepalma dead, bucki and, losangel observ they an famili mad when bleichert actress narcissism, boxers-turned-cop in grappl with as scarlettjohansson corruption, film must killer."
9664,flyboys,"jamesfranco militari lafayett volunt action and for romanc of biplan world young worldwari drama u.s. french fighter histori the tonybil who davidellison war befor adventur becam country' jeanreno pilots. american first escadrille, i, enter"
2100,the last castle,that togeth thriller action drama system put inmat markruffalo to the against rodluri gener a martial 1200 away. him prison ralli court jamesgandolfini robertredford rise
10384,supernova,"blackpeopl hospit blast robertforst signal, deadli survivor thriller find out bodi of monstrou and responds. rescu angelabassett star supernova set mutat to is the form. futur what both season hole--that nova-17 threaten starship a whose horror sciencefict distress jamesspad 22nd they destroy black into ship batter quickli when mysteri in send walterhil century, ships--and jackshold salvag crew"
137321,winter's tale,"that her. fall fantasi gift russellcrow romanc colinfarrel for out of drama set to he the basedonnovel arms. learn jessicabrownfindlay hi akivagoldsman a burglar an heiress when mysteri die she ha save in reincarnation, as"
123553,the mortal instruments: city of bones,"cup new that haraldzwart fantasi half-angel evil action romanc future. and find of forces. vampir werewolf drama teenager, line warrior hold jamiecampbellbow angel shadowhunt vampires, host is to clari downworld learn realm the seemingli city, demonhunt york fill ordinari key basedonyoungadultnovel who demons, forc lilycollin kevinzeg a join adventur after fray, mother group disappears, an companion downworld, mysteri from she human her mother' in protect with creatures. enter descend warlock other — ancient must altern"
11260,meet dave,"that new eddiemurphi brianrobbin friendship of miniatur smitten oper space to captain form. the problem, woman. newyork their newlov starship a while encount sciencefict planet, adventur ship duringcreditssting an elizabethbank alien famili becom gabrielleunion human ha earth surviv spaceship save as with tri planet carcrash comedi crew"
9009,dark water,"roosevelt afford. new waltersal apart all thriller and for daughter' of bedroom. move ghost water apartment, can drama manhattan,newyorkc constant teacher york' current excel divorc arrives, are dahlia is occurr the time basedonnovel drip jenniferconnelli there near daughter on william a johnc.reilli horror timroth proceed into midst an mysteri ceil from island. she her daughter, in rundown remak school though cecelia"
11374,edtv,realitytv clerk ronhoward agre for store tvrate woodyharrelson have to tvstar camera simulatedr tv network. hi by a sallykirkland life tvstation ed tvshow video matthewmcconaughey film comedi crew
2309,inkheart,"that fairytal iainsoftley fantasi and for of search brendanfras young writer'sblock help siennaguillori the reunit andyserki their hi lost will a father adventur famili relative. eavesdrop daughter, in missing, book long close"
8285,the spirit,"shadow street crime samuell.jackson mission enough action comedi thriller and out of born, return hero secretident plans. colt come. entir man to robber cop basedoncomicstrip name the these is murdered, against city, face hi who gabrielmacht forc backfromthedead a beyond whose spirit, frankmil kill sciencefict mean mask down when born frog denni from city. central again. ha wipe as he' bad scarlettjohansson unfortun see rooki other go fight must anyon octopu"
210860,mortdecai,"that charl debt access for hidden search paint art secret ewanmcgregor dealer, gold. code to basedonnovel gwynethpaltrow a artdeal gain adventur johnnydepp mortdecai, nazi contain stolenpaint stolen davidkoepp rumor comedi"
2312,in the name of the king: a dungeon siege tale,"fictionalplac fairytal -- wizardri aveng fantasi johnrhys-davi enchant kingdom son krugs, evil and out farmer of action mediev hero rescu animal-warrior drama commit set man motherlylov villain to race name act loveofone'slif the are two gallian. kidnap hi death newlov by who a uwebol lossoffamili badpow adventur famili basedonvideogam control jasonstatham reveng monster rayliotta royalti magic heirtothethron wife"
9839,beyond borders,"danger border son for drama star angelina to is loveofone'slif relief renegad encount beyond whose cliveowen adventur when chechnya as live tale joli london deeply. war-torn callahan bauford hot set nick corner award industrialist, sarah plea ethiopia far a effort between wealthi her upon epic marri danger, londonengland backdrop of move embark doctor, most angelinajoli winner the against two 1984. hi discoveri war lover lead an foreignaid result, africa british star-cross support that impass turbul romanc and teripolo academi help journey cambodia cia world. heartbreak spots. she american landmin in martincampbel jordan, henri world'"
381902,the monkey king 2,"up white fantasi monkeyk monkey action accident li) sacr world! king. her, year king fetch onli to break is ladi williamfeng the (gong havoc aaronkwok hi priest by gongli heaven, place west adventur buddha after free soicheang team take assembl order 500 save in tang scriptures, with defeat go fight must appoint aim"
13922,the great raid,"jamesfranco prisonersofwar 1940 mission narrat action benjaminbratt and proportions: of world over connienielsen line behind battalion fictionalizedhistori is histori enemi the basedonnovel johndahl archivefootag heroic war. push war a liber sixth given 30 prison inspiredbytrueev ranger soldier rages, 500 rescuemiss american as elit worldwarii ii mile"
293660,deadpool,"that adopt new acceler heal humor, mercenari edskrein action comedi and of antihero morenabaccarin life. breakingthefourthwal alter hunt selfheal turn former rogu be leav oper to abil man the stori hi who nearli tell forc subject timmil a aftercreditssting origin experi destroy adventur after deadpool. duringcreditssting wade him ego arm deadpool down special powers, twist basedoncomicbook with sens ryanreynold superhero dark, wilson, marvelcom"
9713,holy man,"eddi eddiemurphi comedi find and kellypreston murphi televis tvrate jeffgoldblum guru religi drama turn star to over-the-top evangelist shop who by a america into an take storm. salesclerk way as televisionproduc experience, home stephenherek"
190859,american sniper,"danger chri that bradleycoop seal states, action and find of navys return kylegalln accuraci insurgents. u.s. comrades—to most tour kyle clinteastwood navi onli be to he leav make the duti serv good biographi hi history. struggl four iraq. u.s.soldi a war father however, prime countless iraq but heart target back behind. husband siennamil him famili when home, one take becom sniper grave american final save in despit also lethal live sole pinpoint not cannot mission—protect"
257445,goosebumps,"up teenag r.l. fantasi demon of dylanminnett young werewolf jackblack robletterman adult are set delaware. the basedonnovel daughter bookcomestolif writer' on madison, odeyarush a horror imaginari adventur after free famili team ventriloquistdummi 3d with stine town magic author comedi"
9007,just like heaven,"she' shortli disappear new elizabeth that appear francisco -- fantasi apart at winsom romanc workahol and move abbott promptli ghost hands: reesewitherspoon david unwelcom markruffalo coma he architect is the basedonnovel martinson, think landscapearchitect hi start who on assert alive. a while romanticcomedi will, into after an flirt when digs, vanishes. visitor she ha her donallogu convinc ghost, markwat san comedi"
889,the flintstones in viva rock vegas,"stand brianlev except at romanc head and marriagepropos for of stoneag playboy rockefel wilma' hope flintston rock dinosaur noth are to is vegas. markaddi the chip conniv who rubbl win will sciencefict bestfriend love? but stephenbaldwin cutthroat flirt love, court born famili waitress vega again. ha in way with fred made wilma. it love town kristenjohnston baysvil comedi"
1370,rambo iii,"freedomfight soapopera mission reconsid rambo sylvesterstallon action afghanistan, find and for thriller soviettroop rambo, help waronfreedom inner secret sovietunion col. machinegun to is kurtwoodsmith monastery. thailand declin captured. hi taken japanesefood on western peac liber a friend begun ask war afghanistan but adventur when mentor petermacdonald realityshow combat ha final competit in trautman richardcrenna he' rambo' top russian it mujahid toll submachinegun must"
4942,leatherheads,"profession colleg up dirt begin all chanc romanc and some of tempt hero about drama dig football. sportsteam hero... star decor to americanfootbal is make the ren\u00e9ezellweg sponsorship on johnkrasinski big a war could but game heart success coach womanreport into out. when thebiggam play report stadium everyon american polic money, see lose georgeclooney light comedi"
347969,the ridiculous 6,"wildwest stockburn long-lost outlaw five journey goe adventure-fil the adamsandl stevebuscemi hi tommi on old western father frankcoraci ""white returns, west an when knife"" across with brothers. taylorlautn comedi"
24438,did you hear about the morgans?,"new of program. hughgrant reloc wit part are to wyom small-town city, york who marclawr a witnessprotect sarahjessicapark an duringcreditssting in as witness-protect coupl marysteenburgen murder estrang comedi"
116741,the internship,vincevaughn laid-off at recent rosebyrn internet shawnlevi owenwilson are to compani make referencetogoogl 20s. two 40 their manag a men jobinterview where newjob success laidoff lossofjob in as tri transamericapyramid it intern comedi
35791,resident evil: afterlife,"continu evilcorpor millajovovich infection, trap. to is comrad post-apocalypt but adventur basedonvideogam when from 3d get corpor victim reach find promis about turn are old alic them a horror citi take unexpect her with safe paulw.s.anderson new undead, undead safety. survivor action some of overrun friend. the sciencefict alilart umbrella into battl lead duringcreditssting an viru wentworthmil heights, biohazard that thousand arriv lo angeles, and world journey help step residentevil by on haven they zombi dystopia ravag - in it deadli"
72431,red tails,"fighterpilot action of world fighterplan bryancranston cubagoodingjr. drama dure tuskege to fli histori stori the ii. a war squadron anthonyhemingway adventur airmen, combat first in worldwarii davidoyelowo african-american pilot"
1813,the devil's advocate,"new religion lawfirm thriller hotshot for charlizetheron bargain obsess hallucin ambit than drama manhattan,newyorkc satan temptat sevendeadlysin bibl keanureev he devil'sson is learn hi boss himself. lucif childabus marriagecrisi a horror courtroom lust more when mysteri southernusa ethic taylorhackford get seduct alpacino pactwiththedevil crookedlawy subway gainesvilleflorida nuditi evilspirit lawyer"
87428,that's my boy,"evaamurrimartino up just son, 18th birthday. wedding. and for years, world crash each singl susansarandon deadbeatdad brothersisterincest donni adamsandl now, resurfac hi until a while father todd, cheatingfianc\u00e9 parent befor after down him when rais come in teacherstudentsex as todd' seanand see other not teens, comedi"
8840,dragonheart,"majest partner up fantasi kingdom armi he'd and skies, imagined: mediev dragonheart realiz villag than well. fire-breath davidthewli be to earth, he name time the face immort despot through hi petepostlethwait on draco dennisquaid will soar horror a kill suppress king, knight battl heart task if an forest robcohen when arm take last die dragon reveng come in as with bowen draco. ancient magic tyrant soon harder"
10589,after the sunset,"crime up that ""diamond master resid mission. cruise"" at ocean call all, dock action thiev and lloyd thi crookcoupl retired. woodyharrelson hayek) drama (brosnan set are succes stan own show to make the is two their p. old realli masterthief liner up. fbi agent they not nemesis, bahama after sure an piercebrosnan brettratn one last they'r final in convinc salmahayek next tropic port retir comedi paradise,"
71676,ghost rider: spirit of vengeance,"end. supernatur -- fantasi thriller action johnni and out boy of over world reluctantli hero ghost rescu motorcycl to flame-spew the violanteplacido blaze resurfac devil skeleton form, unsavori monk a ghostrid rider markneveldin easterneurop into an transform 10-year-old when briantaylor take from nicolascag human come in ciar\u00e1nhind with hide superhero darkhero biker aim marvelcom"
1722,captain corelli's mandolin,"fall soldier' armi romanc ""unpleasant"" of remov about drama dure island greek wwii, much italian stuff. pure leav greekisland to commander. is histori the stori occup hi film italianarmi on novel cephalonia by offic a hollywood greekhistori mandolin base experi but fisherman pen\u00e9lopecruz into johnhurt an when (kefalonia), nicolascag alliedforc fiance resistancefight in johnmadden italiansoldi with made love it local fight"
10022,the pacifier,new -- seal five recent laurengraham scientist top-secret action kid of hidden thriller malenanni drama vindiesel navi kids' is enemi the assignment: wolf their hand u.s.soldi whose a father experi bodybuild shane famili children bodyguard plummer from govern faithford adamshankman in protect remain deathofhusband disgrac house. deceas comedi
11358,walking tall,"casino crime kevinbray clean specialforc sheriff action thriller find and which return overrun drama u.s. hometown violenc former to hi by a nealmcdonough adventur him prompt soldier exsoldi corruption, house. it johnnyknoxvil dwaynejohnson home"
13,forrest gump,"friendship mothersonrelationship each woundedsoldi drama dure been is basedonnovel present vietnam robertzemecki 'forrest determination, more one vietnamwar ha despit case, him. import yet, militari exceed true are histor stori challenges, shrimp event who far a could mentallydis low parkbench with accomplish comedi attained, all of vietnamveteran than man great run the courage, flashback hi bulli life signific gump' abov thing that ability. familyrelationship romanc and he hug hippi garysinis elud iq tomhank robinwright do. ampute - in imagin prove love anyon rose what"
6477,alvin and the chipmunks,"theodore. popstar chipmunk sing leader friendship fantasi cameronrichardson talkinganim alvin, find trio mischiev of sevil chipmunks: and impression he pop concert perform name jasonle struggl timhil chubby, surpris simon, music talkingtoanim a dave success duringcreditssting forest famili when across come songwrit braini davidcross anim recordproduc comedi approach"
1597,meet the parents,"humorless does, jayroach pavilion can to is pop make benstil daughter wrong but hawklik jack' gaze. impression, focker as critical, go urn at visit hilari seri over airport readi disasters, turn wed jack good a volleybal agent backward epistaxi airplan orderli byrnes, her must home comedi marri hospit all question, cat father-in-law of robertdeniro the pam, girlfriend, hi bend win formid father, into that romanc and teripolo greg former pam' he cia everyth under jew befor sister. lostbaggag byrn"
10530,pocahontas,"landclaim indiansvs.settl disney' for woman shaman drama pugdog to histori is chang whose music goldrush but adventur village' ha princess irenebedard best soon animalsidekick nativeamerican tale pocahonta 17thcenturi about melgibson face powhatan virginia animatetre a nativ famili her with epic crossculturalrelationship referencetopizarro marri new starcrossedlov of coming, basedonfolktal song forbiddenlov cultureclash the mikegabriel life warrior. form settler arrang romanc and davidogdensti john ericgoldberg world. indianchief vision tell father glorious she come american coloni in anim smith. love it jamestownvirginia musket capt."
1924,superman,"nuclearmissil lex loi fantasi at dccomic journalist action mild-mann work alongsid over midwest crimin kryptonit superhumanstrength launch alter galaxi to the daili luthor kent world. crimefight hi marlonbrando superman. margotkidd sciencefict a aftercreditssting summon richarddonn sabotag adventur ego when report lane − take plan savingtheworld nefari northpol in basedoncomicbook as superpow with clark who' love savetheday superhero planet crush, must christopherreev"
9327,the nutty professor,"beauti don eddi love', eddiemurphi experiment fantasi plump comedi romanc and of purti jamescoburn murphi overweight frame , star fat-reduc jadapinkettsmith swig to size univers the grow pumped-up dr. 'calorif hi tomshadyac win heart. sciencefict a klump, join brilliant, genet sherman challenged' juan. duringcreditssting down when one professor. so, becom faculty, her kind, as carla whittl desper with serum, shi fast-talking, 'buddi 400-pound overweightman"
8488,hitch,"allegra dirt allegra' comedi romanc now bumbl for of client, work hitch' life. connect proven hope dig kevinjam drama boyfriend andytenn to own make the date hitch face – relationships. albert romant setback hi alex fail 'hitch' hitchen who on win melas, threaten a while romanticcomedi speeddat evamend destroy heart coach albert, glamor mentor when report cole' techniqu both sara discov love it tabloid willsmith progress, cole."
10603,george of the jungle,"lyle us adopt ursula her. feralchild samweisman gorilla ape. romanc jungle, aliv got and for of woman usa. brendanfras crash thomashadenchurch babi are stay to grown-up wa is he the learn lion slowli death who by on found, wise plane lesliemann sanfrancisco a while they rule relationships, adventur into lover after famili ursula' one take from took human her jungl save in with georg nobl safari george, africa him. live look stanhope, comedi"
8273,american wedding,"sinc marri blowjob grandmoth alysonhannigan -- advic memory, distant romanc reliabl and out high sistersisterrelationship want are wed to is the sick michel seannwilliamscott jim' jessedylan a throw dole party. spanner him handcuff down stifler ultim bachelor one stagnight prompt hear. jasonbigg walk in as with school get hurry, dad no see aisl jim ever, comedi"
109424,captain phillips,"years. us-flag maersk terror blood thriller action somali and of hijack paulgreengrass drama commandounit true shipcaptain be 2009 to the stori captain two shiphijack by somalia alabama, catherinekeen hundr fisherman commando tomhank ship pirat cargo cargoship american first in richard maxmartini phillip poverti mv"
35056,date night,"unsavouri phil fear that fall reserv charact wifehusbandrelationship night, gun now thiev and mild-mann for relationship of tinafey politician marriedcoupl clair mistakenident dure roof stale markwahlberg steal want be mistaken policecorrupt shoot to stripper document date – their stevecarel a taxidriv aftercreditssting weekli number into lead duringcreditssting boat restaur taxi corrupt foster dinner rut. coupl expensiverestaur may thief shawnlevi killed. carcrash comedi"
8839,casper,"danger map friendship rather seek ghost determin drive to is daughter hand wave but away. casper, when from away mischievouschildren gloomy-look get carrigan know."" soon supernatur fantasi millions, frighten boy hidden young bradsilberl readi christinaricci cathymoriarti are mansion. in, supernatural dr. younghero treasur a imaginari famili exorcis mansion her enter casper' crittenden jame not comedi so uncles--stretch, fatso all therapist of move claim, than kat furiou late the hi wick you friend will hire ricketi meet discov house. stinkie--who burn that billpullman and afterlif thi ghosts. onli harvey halloween friendliest fortune, by disord on ""fleshies"" father place ""the she friendli in who' ground"
156022,the equalizer,"mccall turn, begin suspens gangsters, thriller out for securitycamera new, life. reawakened. believ organizedcrim violenc helpless, fakeddeath to is – blackop but commando him mccall, when play reveng vengeanc ha stack brutal if help. retir denzelwashington gore stand ultra-viol desir find sociopath hidden young put callgirl are someon who them, a mysteri control martoncsoka washington teri with russian surveil skill crime assassin sadism chlo\u00ebgracemoretz action of equalizer. (chloë dedic loner equalizer, have man the against hostag problem, would justic himself hi will handtohandcombat arm vigilant interrog can’t meet els past that her. self-impos and nowher quiet denzel help antoinefuqua behind mysteriouspast he allow hitman serv gangster odd by moretz), fbi grace they under idli corrupt come exsoldi in girl teenageprostitut anyon"
7303,maid in manhattan,"wealthdiffer for social politician can drama class to is their threaten love. but mom singlemoth maiduniform when one from ventura live them. fall jenniferlopez publicrel at guest enchant manhattan young ever mistakenident marshal true day, together, who a better issu wealthi overcom her candid comedi hotelclerk fate statu of singl socialite. son. posh the two peopl madli after? hotel an life separ meet waynewang christoph romanc and revealed, work world happili maid classdiffer differ natasharichardson even marisa struggl marisa' after senatori ralphfienn ident in mistak veri dream"
8963,crimson tide,"nuclearmissil militari us mutini nuclear submarin thriller action young stage launch drama aircraftcarri do battleforpow to missil captain confirm postcoldwar moraldilemma hi on sub, offic a so. chainofcommand befor genehackman launchcod trigger u.s.navi from order embassi russia tonyscott first prevent sonar torpedo mattcraven happi denzelwashington"
1402,the pursuit of happyness,"street heavili credit out jadensmith can drama bank current to him, gabrielemuccino biographi and, technology, sanfrancisco receiv steadi more as scanner', willsmith homelessperson live pay, go stockbrok now find young 6 true stori who forc a better need take with singlepar known wife must just son, sell worker of it' expensive. gardner, than devices. much product churchservic devic bu the himself hi through job. month house, 'bone thandienewton margin christoph salesman and work densiti card onli leav account he but, struggl on homeless job befor invest training, in he' desper lose badluck"
